#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Streptococcus sp. 202","Bacteria;Terrabacteria group;Firmicutes","202","SAMN11665874","PRJNA556140","GCA_013277205.1","Scaffold",2.1934,39.8,,"VMMO01",108,2010,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/205/GCA_013277205.1_ASM1327720v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/205/GCF_013277205.1_ASM1327720v1"
"Streptococcus sp. 1343","Bacteria;Terrabacteria group;Firmicutes","1343","SAMN11665869","PRJNA556140","GCA_013277355.1","Scaffold",2.23541,39.7,,"VMMT01",116,2035,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/355/GCA_013277355.1_ASM1327735v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/355/GCF_013277355.1_ASM1327735v1"
"Streptococcus sp. 8854","Bacteria;Terrabacteria group;Firmicutes","8854","SAMN11665904","PRJNA556140","GCA_013276645.1","Scaffold",2.11148,40,,"VMLK01",88,1901,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/645/GCA_013276645.1_ASM1327664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/645/GCF_013276645.1_ASM1327664v1"
"Streptococcus sp. HMSC068H01","Bacteria;Terrabacteria group;Firmicutes","HMSC068H01","SAMN04461801","PRJNA296206","GCA_001808625.1","Scaffold",2.064,35.3,,"LTLH01",108,1983,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/625/GCA_001808625.1_ASM180862v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/625/GCF_001808625.1_ASM180862v1"
"Streptococcus sp. 1449","Bacteria;Terrabacteria group;Firmicutes","1449","SAMN11665896","PRJNA556140","GCA_013276805.1","Scaffold",2.20284,39.8,,"VMLS01",124,2028,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/805/GCA_013276805.1_ASM1327680v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/805/GCF_013276805.1_ASM1327680v1"
"Streptococcus sp. HMSC057E02","Bacteria;Terrabacteria group;Firmicutes","HMSC057E02","SAMN04477579","PRJNA299915","GCA_001810745.1","Scaffold",1.95863,38.6,,"LTHI01",71,1804,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/810/745/GCA_001810745.1_ASM181074v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/810/745/GCF_001810745.1_ASM181074v1"
"Streptococcus sp. HMSC072D03","Bacteria;Terrabacteria group;Firmicutes","HMSC072D03","SAMN04480045","PRJNA300031","GCA_001812855.1","Scaffold",2.24209,39.5,,"LWQK01",97,1968,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/812/855/GCA_001812855.1_ASM181285v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/855/GCF_001812855.1_ASM181285v1"
"Streptococcus sp. 4272","Bacteria;Terrabacteria group;Firmicutes","4272","SAMN11665903","PRJNA556140","GCA_013276675.1","Scaffold",2.17872,39.9,,"VMLL01",122,1988,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/675/GCA_013276675.1_ASM1327667v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/675/GCF_013276675.1_ASM1327667v1"
"Streptococcus sp. HMSC034E03","Bacteria;Terrabacteria group;Firmicutes","HMSC034E03","SAMN04477621","PRJNA299959","GCA_001811505.1","Scaffold",2.11151,39.4,,"LTFY01",97,1936,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/811/505/GCA_001811505.1_ASM181150v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/811/505/GCF_001811505.1_ASM181150v1"
"Streptococcus sp. C300","Bacteria;Terrabacteria group;Firmicutes","C300","SAMN02463754","PRJNA38753","GCA_000187645.1","Scaffold",2.0246,41.3,,"ACRJ01",20,1837,"2011-01-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/645/GCA_000187645.1_ASM18764v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/645/GCF_000187645.1_ASM18764v1"
"Streptococcus sp. k-628","Bacteria;Terrabacteria group;Firmicutes","k-628","SAMN11665863","PRJNA556140","GCA_013277475.1","Scaffold",2.14688,39.9,,"VMMZ01",126,1918,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/475/GCA_013277475.1_ASM1327747v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/475/GCF_013277475.1_ASM1327747v1"
"Streptococcus sp. HMSC070B10","Bacteria;Terrabacteria group;Firmicutes","HMSC070B10","SAMN04477508","PRJNA296220","GCA_001808665.1","Scaffold",2.10328,39.9,,"LTLE01",93,2002,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/665/GCA_001808665.1_ASM180866v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/665/GCF_001808665.1_ASM180866v1"
"Streptococcus sp. NLN76","Bacteria;Terrabacteria group;Firmicutes","NLN76","SAMN16824905","PRJNA679155","GCA_015686645.1","Scaffold",1.94013,42.7,,"JADPMS01",109,1756,"2020-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/686/645/GCA_015686645.1_ASM1568664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/686/645/GCF_015686645.1_ASM1568664v1"
"Streptococcus sp. 3764","Bacteria;Terrabacteria group;Firmicutes","3764","SAMN11665901","PRJNA556140","GCA_013276705.1","Scaffold",2.16597,39.8,,"VMLN01",100,1945,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/705/GCA_013276705.1_ASM1327670v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/705/GCF_013276705.1_ASM1327670v1"
"Streptococcus sp. 812","Bacteria;Terrabacteria group;Firmicutes","812","SAMN11665882","PRJNA556140","GCA_013277095.1","Scaffold",2.16615,39.8,,"VMMG01",114,1964,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/095/GCA_013277095.1_ASM1327709v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/095/GCF_013277095.1_ASM1327709v1"
"Streptococcus sp. 3167","Bacteria;Terrabacteria group;Firmicutes","3167","SAMN11665877","PRJNA556140","GCA_013277175.1","Scaffold",2.1644,39.8,,"VMML01",120,2003,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/175/GCA_013277175.1_ASM1327717v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/175/GCF_013277175.1_ASM1327717v1"
"Streptococcus sp. 3506","Bacteria;Terrabacteria group;Firmicutes","3506","SAMN11665910","PRJNA556140","GCA_013276525.1","Scaffold",2.12247,39.9,,"VMLE01",108,1900,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/525/GCA_013276525.1_ASM1327652v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/525/GCF_013276525.1_ASM1327652v1"
"Streptococcus sp. 2154","Bacteria;Terrabacteria group;Firmicutes","2154","SAMN11665878","PRJNA556140","GCA_013277255.1","Scaffold",2.23682,39.8,,"VMMK01",108,2049,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/255/GCA_013277255.1_ASM1327725v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/255/GCF_013277255.1_ASM1327725v1"
"Streptococcus sp. HMSC072D05","Bacteria;Terrabacteria group;Firmicutes","HMSC072D05","SAMN04480466","PRJNA300200","GCA_001815805.1","Scaffold",1.98466,41.2,,"LTSG01",68,1813,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/815/805/GCA_001815805.1_ASM181580v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/805/GCF_001815805.1_ASM181580v1"
"Streptococcus sp. 79","Bacteria;Terrabacteria group;Firmicutes","79","SAMN11665866","PRJNA556140","GCA_013277425.1","Scaffold",2.24251,39.7,,"VMMW01",136,2044,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/425/GCA_013277425.1_ASM1327742v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/425/GCF_013277425.1_ASM1327742v1"
"Streptococcus sp. NLN64","Bacteria;Terrabacteria group;Firmicutes","NLN64","SAMN16843871","PRJNA679689","GCA_015831295.1","Scaffold",1.94707,42.8,,"JADXDQ01",129,1770,"2020-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/831/295/GCA_015831295.1_ASM1583129v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/831/295/GCF_015831295.1_ASM1583129v1"
"Streptococcus sp. 2100","Bacteria;Terrabacteria group;Firmicutes","2100","SAMN11665919","PRJNA556140","GCA_013276335.1","Scaffold",2.14216,39.9,,"VMKV01",117,1931,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/335/GCA_013276335.1_ASM1327633v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/335/GCF_013276335.1_ASM1327633v1"
"Streptococcus sp. 1001175B_160314_H6","Bacteria;Terrabacteria group;Firmicutes","1001175B_160314_H6","SAMN15532968","PRJNA637878","GCA_015556575.1","Scaffold",2.17086,39.6,,"JADNMR01",117,1975,"2020-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/556/575/GCA_015556575.1_ASM1555657v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/556/575/GCF_015556575.1_ASM1555657v1"
"Streptococcus sp. 716","Bacteria;Terrabacteria group;Firmicutes","716","SAMN11665894","PRJNA556140","GCA_013276855.1","Scaffold",2.15155,39.9,,"VMLU01",111,1944,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/855/GCA_013276855.1_ASM1327685v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/855/GCF_013276855.1_ASM1327685v1"
"Streptococcus sp. HMSC071D03","Bacteria;Terrabacteria group;Firmicutes","HMSC071D03","SAMN04477649","PRJNA299991","GCA_001812125.1","Scaffold",2.12068,39.2,,"LTEU01",142,1957,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/812/125/GCA_001812125.1_ASM181212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/125/GCF_001812125.1_ASM181212v1"
"Streptococcus sp. 6178","Bacteria;Terrabacteria group;Firmicutes","6178","SAMN11665913","PRJNA556140","GCA_013276435.1","Scaffold",2.18826,39.8,,"VMLB01",138,2017,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/435/GCA_013276435.1_ASM1327643v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/435/GCF_013276435.1_ASM1327643v1"
"Streptococcus sp. 3613","Bacteria;Terrabacteria group;Firmicutes","3613","SAMN11665867","PRJNA556140","GCA_013277375.1","Scaffold",2.21659,39.7,,"VMMV01",145,2050,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/375/GCA_013277375.1_ASM1327737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/375/GCF_013277375.1_ASM1327737v1"
"Streptococcus sp. 477","Bacteria;Terrabacteria group;Firmicutes","477","SAMN11665872","PRJNA556140","GCA_013277295.1","Scaffold",2.16634,39.8,,"VMMQ01",119,1987,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/295/GCA_013277295.1_ASM1327729v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/295/GCF_013277295.1_ASM1327729v1"
"Streptococcus sp. k-378","Bacteria;Terrabacteria group;Firmicutes","k-378","SAMN11665860","PRJNA556140","GCA_013277505.1","Scaffold",2.22471,39.7,,"VMNC01",178,2003,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/505/GCA_013277505.1_ASM1327750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/505/GCF_013277505.1_ASM1327750v1"
"Streptococcus sp. 636","Bacteria;Terrabacteria group;Firmicutes","636","SAMN11665909","PRJNA556140","GCA_013276535.1","Scaffold",2.17001,39.8,,"VMLF01",129,1983,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/535/GCA_013276535.1_ASM1327653v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/535/GCF_013276535.1_ASM1327653v1"
"Streptococcus sp. HMSC071H03","Bacteria;Terrabacteria group;Firmicutes","HMSC071H03","SAMN04480053","PRJNA300041","GCA_001813035.1","Scaffold",1.94237,38.8,,"LTXK01",38,1773,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/035/GCA_001813035.1_ASM181303v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/035/GCF_001813035.1_ASM181303v1"
"Streptococcus sp. 2877","Bacteria;Terrabacteria group;Firmicutes","2877","SAMN11665884","PRJNA556140","GCA_013277055.1","Scaffold",2.14832,39.8,,"VMME01",126,1941,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/055/GCA_013277055.1_ASM1327705v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/055/GCF_013277055.1_ASM1327705v1"
"Streptococcus sp. 1559","Bacteria;Terrabacteria group;Firmicutes","1559","SAMN11665900","PRJNA556140","GCA_013276735.1","Scaffold",2.22319,39.7,,"VMLO01",144,2033,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/735/GCA_013276735.1_ASM1327673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/735/GCF_013276735.1_ASM1327673v1"
"Streptococcus sp. 4155","Bacteria;Terrabacteria group;Firmicutes","4155","SAMN11665902","PRJNA556140","GCA_013276695.1","Scaffold",2.20663,39.8,,"VMLM01",136,2037,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/695/GCA_013276695.1_ASM1327669v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/695/GCF_013276695.1_ASM1327669v1"
"Streptococcus sp. 1290","Bacteria;Terrabacteria group;Firmicutes","1290","SAMN11665916","PRJNA556140","GCA_013276405.1","Scaffold",2.22393,39.6,,"VMKY01",170,2024,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/405/GCA_013276405.1_ASM1327640v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/405/GCF_013276405.1_ASM1327640v1"
"Streptococcus sp. 1969","Bacteria;Terrabacteria group;Firmicutes","1969","SAMN11665917","PRJNA556140","GCA_013276385.1","Scaffold",2.18108,39.8,,"VMKX01",146,1980,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/385/GCA_013276385.1_ASM1327638v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/385/GCF_013276385.1_ASM1327638v1"
"Streptococcus sp. 339","Bacteria;Terrabacteria group;Firmicutes","339","SAMN11665871","PRJNA556140","GCA_013277285.1","Scaffold",2.19137,39.8,,"VMMR01",136,2019,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/285/GCA_013277285.1_ASM1327728v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/285/GCF_013277285.1_ASM1327728v1"
"Streptococcus sp. 1055","Bacteria;Terrabacteria group;Firmicutes","1055","SAMN11665895","PRJNA556140","GCA_013276815.1","Scaffold",2.22395,39.6,,"VMLT01",181,2043,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/815/GCA_013276815.1_ASM1327681v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/815/GCF_013276815.1_ASM1327681v1"
"Streptococcus sp. 4477","Bacteria;Terrabacteria group;Firmicutes","4477","SAMN11665915","PRJNA556140","GCA_013276415.1","Scaffold",2.17491,39.8,,"VMKZ01",166,1994,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/415/GCA_013276415.1_ASM1327641v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/415/GCF_013276415.1_ASM1327641v1"
"Streptococcus sp. 646","Bacteria;Terrabacteria group;Firmicutes","646","SAMN11665888","PRJNA556140","GCA_013276965.1","Scaffold",2.13502,39.7,,"VMMA01",177,1919,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/965/GCA_013276965.1_ASM1327696v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/965/GCF_013276965.1_ASM1327696v1"
"Streptococcus sp. 2106","Bacteria;Terrabacteria group;Firmicutes","2106","SAMN11665870","PRJNA556140","GCA_013277315.1","Scaffold",2.17603,39.7,,"VMMS01",150,2009,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/315/GCA_013277315.1_ASM1327731v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/315/GCF_013277315.1_ASM1327731v1"
"Streptococcus sp. 10824","Bacteria;Terrabacteria group;Firmicutes","10824","SAMN11665907","PRJNA556140","GCA_013276595.1","Scaffold",2.18482,39.9,,"VMLH01",175,1983,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/595/GCA_013276595.1_ASM1327659v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/595/GCF_013276595.1_ASM1327659v1"
"Streptococcus sp. 2741","Bacteria;Terrabacteria group;Firmicutes","2741","SAMN11665920","PRJNA556140","GCA_013276315.1","Scaffold",2.18554,39.8,,"VMKU01",173,2011,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/315/GCA_013276315.1_ASM1327631v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/315/GCF_013276315.1_ASM1327631v1"
"Streptococcus sp. 1013","Bacteria;Terrabacteria group;Firmicutes","1013","SAMN11665873","PRJNA556140","GCA_013277265.1","Scaffold",2.20315,39.8,,"VMMP01",113,2005,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/265/GCA_013277265.1_ASM1327726v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/265/GCF_013277265.1_ASM1327726v1"
"Streptococcus sp. 3874","Bacteria;Terrabacteria group;Firmicutes","3874","SAMN11665914","PRJNA556140","GCA_013276425.1","Scaffold",2.20007,39.8,,"VMLA01",166,2012,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/425/GCA_013276425.1_ASM1327642v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/425/GCF_013276425.1_ASM1327642v1"
"Streptococcus sp. DD10","Bacteria;Terrabacteria group;Firmicutes","DD10","SAMN04324329","PRJNA304333","GCA_001578805.1","Scaffold",2.18998,39.5,,"LQRE01",84,1862,"2016-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/805/GCA_001578805.1_ASM157880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/805/GCF_001578805.1_ASM157880v1"
"Streptococcus sp. 2001","Bacteria;Terrabacteria group;Firmicutes","2001","SAMN11665918","PRJNA556140","GCA_013276345.1","Scaffold",2.21875,39.7,,"VMKW01",190,2043,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/345/GCA_013276345.1_ASM1327634v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/345/GCF_013276345.1_ASM1327634v1"
"Streptococcus sp. DD04","Bacteria;Terrabacteria group;Firmicutes","DD04","SAMN04324323","PRJNA304333","GCA_001578725.1","Scaffold",2.19975,42.3,,"LQOH01",61,1922,"2016-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/725/GCA_001578725.1_ASM157872v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/725/GCF_001578725.1_ASM157872v1"
"Streptococcus sp. DD11","Bacteria;Terrabacteria group;Firmicutes","DD11","SAMN04324617","PRJNA304333","GCA_001578865.1","Scaffold",2.80858,47.4,,"LQRF01",103,2326,"2016-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/865/GCA_001578865.1_ASM157886v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/865/GCF_001578865.1_ASM157886v1"
"Streptococcus sp. ZB199","Bacteria;Terrabacteria group;Firmicutes","ZB199","SAMN14122515","PRJNA607152","GCA_018802285.1","Complete",2.14606,42,"chromosome:CP049820.1",,1,2252,"2021-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/802/285/GCA_018802285.1_ASM1880228v1",
"Streptococcus sp. HSISB1","Bacteria;Terrabacteria group;Firmicutes","HSISB1","SAMN02471222","PRJNA196122","GCA_000448625.1"," Chromosome",1.90688,37.3517,"chromosome:CM002131.1","ASKA01",1,4320,"2013-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/625/GCA_000448625.1_HSISB1_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/448/625/GCF_000448625.1_HSISB1_1.0"
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_31A_bin.20","SAMN14571065","PRJNA624185","GCA_015264815.1","Scaffold",2.01736,42.3,,"JABZZC01",115,1951,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/264/815/GCA_015264815.1_ASM1526481v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_12_bin.9","SAMN14571064","PRJNA624185","GCA_015264855.1","Scaffold",2.18639,43.3,,"JABZZB01",98,2143,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/264/855/GCA_015264855.1_ASM1526485v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","DA10166-7","SAMN13675792","PRJNA597463","GCA_011525475.1","Scaffold",3.59578,40.2,,"WVRW01",169,0,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/525/475/GCA_011525475.1_ASM1152547v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_35_bin.4","SAMN14571058","PRJNA624185","GCA_015264955.1","Scaffold",1.73081,39.3,,"JABZYV01",109,1712,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/264/955/GCA_015264955.1_ASM1526495v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","UBA11282","SAMN08019621","PRJNA417962","GCA_003521145.1","Scaffold",1.67758,39.6,,"DOTL01",90,1445,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/521/145/GCA_003521145.1_ASM352114v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_38_bin.13","SAMN14571059","PRJNA624185","GCA_015264975.1","Scaffold",1.48121,39.3,,"JABZYW01",177,1491,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/264/975/GCA_015264975.1_ASM1526497v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","Go_Inlet_bin_152","SAMN18119592","PRJNA524094","GCA_017985635.1","Scaffold",1.29619,40.1,,"JAGNXC01",136,1271,"2021-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/985/635/GCA_017985635.1_ASM1798563v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","JCVI_44_bin.7","SAMN14571061","PRJNA624185","GCA_015264885.1","Scaffold",1.29543,39.7,,"JABZYY01",197,1328,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/264/885/GCA_015264885.1_ASM1526488v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","UBA10779","SAMN08018836","PRJNA417962","GCA_003507135.1","Scaffold",1.7102,38.6,,"DNWM01",151,1545,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/507/135/GCA_003507135.1_ASM350713v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","Go_SlPrim_bin_107","SAMN18120092","PRJNA524094","GCA_017994035.1","Scaffold",1.15446,39.9,,"JAGOLO01",124,1144,"2021-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/994/035/GCA_017994035.1_ASM1799403v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","HRGM_Genome_0315","SAMN19224575","PRJNA730993","GCA_019414935.1","Scaffold",1.60928,40.6,,"DXLD01",246,0,"2021-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/414/935/GCA_019414935.1_ASM1941493v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","Gw_SlPrim_bin_141","SAMN18120750","PRJNA524094","GCA_018053905.1","Scaffold",1.19806,40.3,,"JAGPKM01",169,1215,"2021-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/053/905/GCA_018053905.1_ASM1805390v1",
"Streptococcus sp.","Bacteria;Terrabacteria group;Firmicutes","HRGM_Genome_0314","SAMN19224574","PRJNA730993","GCA_019414905.1","Scaffold",1.70863,40.6,,"DXLC01",315,0,"2021-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/414/905/GCA_019414905.1_ASM1941490v1",
