#Datasets	CMB001.A0101.unmapped	CMB002.A0101.unmapped	CMB003.A0101.unmapped	CMB004.A0101.unmapped	CMB005.A0101.unmapped	CMB006.A0101.unmapped	CMB007.A0101.unmapped	CMB008.A0101.unmapped	CS01.unmapped	CS02.unmapped.10M	CS03.unmapped.10M	CS04.unmapped.10M	CS07.unmapped	CS08.unmapped	CS09.unmapped.10M	CS10.unmapped.10M	CS11.unmapped.10M	CS12.unmapped	CS13.unmapped.10M	CS14.unmapped	CS15.unmapped.10M	CS16.unmapped.10M	CS17.unmapped.10M	CS18.unmapped	CS19.unmapped	CS20.unmapped.10M	CS21.unmapped.10M	CS22.unmapped.10M	CS23.unmapped.10M	CS24.unmapped	CS26.unmapped	CS27.unmapped	CS28.unmapped.10M	CS29.unmapped.10M	CS30.unmapped	CS31.unmapped.10M	CS32.unmapped.10M	CS33.unmapped.10M	CS34.unmapped	CS35.unmapped.10M	CS36.unmapped	CS37.unmapped.10M	CS38.unmapped.10M	CS39.unmapped	CS40.unmapped	CS42.unmapped	CS43.unmapped	CS44.unmapped	CS45.unmapped	CS46.unmapped.10M	CS47.unmapped.10M	CS48.unmapped	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped.10M	ELR008.A0101.unmapped.10M	ELR010.A0101.unmapped.10M	IVE002.B0101.unmapped.10M	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped.10M	IVE007.B0101.unmapped.10M	JAE006.A0101.unmapped.10M	JAE007.A0101.unmapped.10M	JAE008.A0101.unmapped.10M	JAE009.A0101.unmapped.10M	JAE010.A0101.unmapped.10M	JAE012.A0101.unmapped.10M	JAE013.A0101.unmapped.10M	JAE014.A0101.unmapped.10M	JAE015.A0101.unmapped.10M	JAE016.A0101.unmapped.10M	KT01calc.unmapped.10M	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped	MID022.A0101.unmapped.10M	MID023.A0101.unmapped	MID024.A0101.unmapped	MID025.A0101.unmapped	MID026.A0101.unmapped	MID027.A0101.unmapped	MID028.A0101.unmapped	MID029.A0101.unmapped	MID030.A0101.unmapped.10M	MID031.A0101.unmapped	MID032.A0101.unmapped.10M	MID033.A0101.unmapped	MID034.A0101.unmapped.10M	MID035.A0101.unmapped	MID036.A0101.unmapped	MID037.A0101.unmapped.10M	MID038.A0101.unmapped	MID039.A0101.unmapped	MID040.A0101.unmapped	MID041.A0101.unmapped	MID042.A0101.unmapped	MID043.A0101.unmapped	MID044.A0101.unmapped	MID045.A0101.unmapped.10M	MID046.A0101.unmapped	MID047.A0101.unmapped	MID048.A0101.unmapped	MID049.A0101.unmapped.10M	MID050.A0101.unmapped.10M	MID051.A0101.unmapped	MID052.A0101.unmapped	MID053.A0101.unmapped	MID054.A0101.unmapped.10M	MID055.A0101.unmapped.10M	MID056.A0101.unmapped.10M	MID057.A0101.unmapped.10M	MID058.A0101.unmapped	MID059.A0101.unmapped.10M	MID060.A0101.unmapped	MID061.A0101.unmapped.10M	MID062.A0101.unmapped	MID063.A0101.unmapped	MID064.A0101.unmapped	MID065.A0101.unmapped.10M	MID066.A0101.unmapped	MID067.A0101.unmapped	MID068.A0101.unmapped	MID068.B0101.unmapped	MID070.A0101.unmapped.10M	MID071.A0101.unmapped.10M	MID072.A0101.unmapped.10M	MID073.A0101.unmapped.10M	MID074.A0101.unmapped	MID075.A0101.unmapped	MID076.A0101.unmapped	MID077.A0101.unmapped.10M	MID078.A0101.unmapped	MID079.A0101.unmapped	MID080.A0101.unmapped	MID081.A0101.unmapped	MID082.A0101.unmapped.10M	MID083.A0101.unmapped.10M	MID084.A0101.unmapped.10M	MID085.A0101.unmapped.10M	MID086.A0101.unmapped	MID087.A0101.unmapped	MID088.A0101.unmapped.10M	MID089.A0101.unmapped	MID090.A0101.unmapped	MID091.A0101.unmapped.10M	MID092.A0101.unmapped.10M	MID093.A0101.unmapped.10M	MID094.A0101.unmapped.10M	MID097.A0101.unmapped.10M	MID101.A0101.unmapped	MID102.A0101.unmapped.10M
"Bacteroides zoogleoformans"	0.0	409.0	0.0	0.0	572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1336.0	0.0	625.0	0.0	0.0	2640.0	1046.0	1900.0	0.0	0.0	0.0	0.0	1846.0	0.0	414.0	0.0	139.0	644.0	0.0	0.0	776.0	0.0	533.0	0.0	428.0	494.0	526.0	0.0	0.0	282.0	0.0	0.0	1534.0	0.0	3542.0	495.0	35.0	0.0	0.0	0.0	615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1439.0	0.0	0.0	0.0	2476.0	1784.0	4224.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	1105.0	0.0	0.0	622.0	0.0	1688.0	0.0	0.0	0.0	444.0	374.0	439.0	0.0	0.0	484.0	379.0	785.0	0.0	910.0	0.0	464.0	656.0	0.0	0.0	475.0	0.0	0.0	0.0	0.0	0.0	809.0	737.0	489.0	416.0	1233.0	1679.0	0.0	0.0	0.0	679.0	665.0	0.0	0.0	0.0	1125.0	1451.0	0.0	926.0	0.0	0.0	1966.0	0.0	0.0	888.0	1077.0	0.0	1435.0	619.0	0.0	0.0	983.0	0.0	3623.0	398.0	0.0	0.0	0.0	765.0	1465.0	0.0	918.0	630.0	871.0	2294.0	682.0	0.0	1903.0	0.0	0.0	0.0	298.0	634.0	1320.0	707.0	937.0	0.0	429.0	593.0	479.0	0.0	0.0	1093.0	445.0	632.0	0.0	710.0	0.0	656.0
"Bacteroides sp. 3_1_13"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Proteiniphilum acetatigenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Proteiniphilum saccharofermentans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paludibacter propionicigenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Petrimonas mucosa"	0.0	619.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	933.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	638.0	0.0	0.0	785.0	0.0	0.0	0.0	456.0	0.0	469.0	341.0	263.0	289.0	0.0	530.0	0.0	0.0	0.0	479.0	978.0	529.0	594.0	388.0	0.0	293.0	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	754.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyromonas catoniae"	0.0	5699.0	0.0	0.0	1200.0	2293.0	0.0	0.0	9172.0	0.0	0.0	541.0	490.0	6471.0	0.0	10227.0	0.0	0.0	9761.0	800.0	4008.0	9826.0	0.0	4071.0	1642.0	0.0	0.0	0.0	16991.0	5086.0	0.0	0.0	0.0	11416.0	1065.0	1257.0	0.0	2294.0	12927.0	0.0	0.0	0.0	0.0	0.0	0.0	1855.0	0.0	13676.0	3322.0	0.0	0.0	0.0	676.0	3717.0	0.0	13593.0	0.0	6783.0	1830.0	8722.0	4499.0	1491.0	6973.0	3683.0	15663.0	24296.0	12050.0	15425.0	12302.0	12192.0	0.0	12747.0	4793.0	0.0	0.0	4701.0	384.0	0.0	876.0	3368.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	2343.0	169.0	0.0	6269.0	0.0	0.0	3745.0	1485.0	715.0	0.0	2664.0	395.0	0.0	928.0	1259.0	14919.0	7210.0	1081.0	0.0	0.0	0.0	2510.0	583.0	0.0	0.0	7666.0	0.0	1054.0	1654.0	0.0	969.0	813.0	406.0	0.0	3433.0	10793.0	2142.0	3906.0	7310.0	776.0	0.0	3661.0	2369.0	3318.0	0.0	0.0	0.0	546.0	12344.0	1449.0	0.0	0.0	0.0	0.0	1280.0	2174.0	813.0	0.0	0.0	1108.0	5823.0	1996.0	0.0	0.0	2784.0	1622.0	0.0	0.0	596.0	3279.0	9529.0	0.0	1526.0	1296.0	0.0	0.0	2346.0	4375.0	67440.0	2951.0	901.0	399.0	2003.0	0.0	3812.0	538.0	8825.0	0.0	1601.0	1053.0	1183.0	0.0	0.0	10322.0	0.0	3745.0	1529.0
"Porphyromonas crevioricanis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyromonas gingivalis"	47486.0	10835.0	33984.0	15028.0	21552.0	24025.0	24632.0	8265.0	15735.0	31022.0	2611.0	66173.0	13894.0	13620.0	15318.0	14429.0	94996.0	11300.0	2289.0	500.0	40139.0	18997.0	270577.0	2218.0	13845.0	15212.0	13637.0	24994.0	19692.0	15083.0	24298.0	3521.0	14917.0	2417.0	1290.0	36335.0	423882.0	56226.0	8604.0	51436.0	64421.0	15183.0	59763.0	15675.0	57859.0	9157.0	23753.0	3966.0	3939.0	4914.0	77339.0	3809.0	2642.0	5675.0	29185.0	100853.0	424.0	6034.0	7545.0	3769.0	1629.0	15308.0	1416.0	2050.0	2913.0	96113.0	22992.0	4442.0	1119.0	38290.0	70351.0	115308.0	11517.0	2183.0	714.0	6848.0	3936.0	19203.0	12626.0	1007.0	3831.0	2382.0	2585.0	2894.0	6474.0	1196.0	60577.0	6153.0	6244.0	10056.0	9575.0	22150.0	6198.0	1252.0	4850.0	10421.0	10431.0	6183.0	5391.0	7053.0	5780.0	5406.0	23621.0	3990.0	8998.0	5209.0	8038.0	31596.0	22159.0	3627.0	40558.0	44078.0	2441.0	17971.0	7322.0	8503.0	14860.0	16633.0	19775.0	74488.0	20532.0	10705.0	6049.0	16394.0	17787.0	14979.0	34783.0	19014.0	2316.0	3839.0	41200.0	7055.0	16833.0	8897.0	2314.0	15467.0	22641.0	27758.0	19599.0	29846.0	41969.0	10392.0	31413.0	37411.0	25197.0	19522.0	9679.0	3671.0	52110.0	16853.0	17440.0	4817.0	6693.0	22222.0	7522.0	4724.0	44455.0	83199.0	51488.0	28495.0	15142.0	10495.0	13512.0	8150.0	7316.0	5272.0	3549.0	9361.0	10578.0	6949.0	69737.0	31209.0	12395.0	7841.0	10664.0	22912.0	1757.0	6409.0	19339.0	16904.0	34038.0	81945.0	19107.0	18523.0
"Porphyromonas gulae"	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	636.0	0.0	0.0	0.0	0.0	1413.0	0.0	0.0	0.0	1842.0	0.0	1313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.0	57.0	0.0	0.0	0.0	0.0	1783.0	700.0	0.0	863.0	1052.0	0.0	649.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	699.0	48.0	0.0	0.0	0.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492.0	0.0	176.0	234.0	0.0	457.0	0.0	0.0	0.0	0.0	264.0	0.0	230.0	235.0	0.0	0.0	0.0	0.0	0.0	287.0	0.0	218.0	0.0	0.0	483.0	450.0	0.0	0.0	0.0	0.0	0.0	265.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	0.0	0.0	0.0	533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.0	0.0	0.0	0.0	330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	618.0	0.0	0.0
"Porphyromonas loveana"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyromonas macacae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyromonas sp. KLE 1280"	0.0	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2795.0	0.0	1757.0	0.0	0.0	5187.0	0.0	0.0	1096.0	0.0	1631.0	0.0	0.0	0.0	3073.0	2181.0	632.0	0.0	0.0	0.0	12398.0	0.0	874.0	0.0	0.0	1178.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	0.0	1474.0	833.0	0.0	0.0	0.0	0.0	301.0	0.0	0.0	0.0	4636.0	0.0	1427.0	1725.0	0.0	0.0	0.0	10425.0	1396.0	10651.0	16182.0	12074.0	694.0	0.0	0.0	2880.0	0.0	0.0	5751.0	0.0	0.0	339.0	3080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2511.0	0.0	0.0	1741.0	0.0	365.0	0.0	828.0	539.0	0.0	479.0	0.0	2026.0	440.0	0.0	0.0	0.0	0.0	0.0	1657.0	0.0	0.0	3429.0	1203.0	2397.0	1560.0	0.0	485.0	0.0	0.0	0.0	381.0	4546.0	2217.0	0.0	0.0	0.0	0.0	4769.0	0.0	471.0	0.0	0.0	738.0	0.0	3449.0	0.0	0.0	0.0	0.0	940.0	0.0	0.0	1949.0	0.0	0.0	0.0	932.0	0.0	0.0	0.0	3224.0	562.0	0.0	581.0	721.0	0.0	910.0	0.0	5192.0	0.0	0.0	0.0	1037.0	4143.0	12776.0	10381.0	0.0	751.0	637.0	0.0	0.0	0.0	0.0	0.0	495.0	0.0	0.0	0.0	0.0	991.0	0.0	4850.0	880.0
"Porphyromonas sp. oral taxon 278"	0.0	1345.0	0.0	0.0	508.0	1322.0	0.0	0.0	1446.0	0.0	0.0	0.0	1138.0	1327.0	0.0	13504.0	0.0	490.0	2908.0	131.0	0.0	1571.0	0.0	720.0	1203.0	0.0	0.0	2006.0	1174.0	2302.0	0.0	0.0	0.0	1919.0	449.0	3118.0	0.0	727.0	1220.0	0.0	0.0	0.0	0.0	0.0	0.0	472.0	0.0	2011.0	605.0	659.0	0.0	0.0	746.0	1878.0	1681.0	0.0	0.0	1795.0	2139.0	3267.0	1965.0	641.0	0.0	962.0	6438.0	1568.0	3165.0	4149.0	1947.0	643.0	1258.0	0.0	10511.0	0.0	0.0	750.0	427.0	0.0	793.0	1056.0	0.0	0.0	351.0	0.0	0.0	0.0	0.0	684.0	0.0	0.0	1495.0	0.0	0.0	999.0	808.0	1395.0	422.0	7663.0	2191.0	0.0	3570.0	635.0	2597.0	4760.0	416.0	0.0	0.0	0.0	576.0	0.0	0.0	0.0	2308.0	2569.0	378.0	1560.0	0.0	1572.0	733.0	659.0	0.0	2221.0	3571.0	1864.0	680.0	1463.0	0.0	636.0	9254.0	0.0	2178.0	3036.0	0.0	666.0	1751.0	2625.0	694.0	0.0	0.0	0.0	928.0	0.0	2154.0	1871.0	0.0	0.0	2648.0	2083.0	1519.0	0.0	0.0	22241.0	1959.0	0.0	2964.0	1170.0	593.0	6267.0	0.0	8647.0	1238.0	0.0	719.0	4811.0	4120.0	11710.0	1895.0	601.0	1878.0	1553.0	0.0	1232.0	225.0	3308.0	493.0	1362.0	932.0	678.0	0.0	0.0	4078.0	0.0	6627.0	1905.0
