#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Chondrocystis sp. NIES-4102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcystis aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnospira indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcoleus sp. PCC 7113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planktothrix tepida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillatoria nigro-viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phormidium tenue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechocystis sp. PCC 7509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prochlorococcus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Nodosilinea nodulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus actinosclerus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus apachensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus ficus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus geothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
Deinococcus gobiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus maricopensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus murrayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus pimensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus proteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus radiodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus soli Cha et al. 2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus swuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus sp. NW-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Truepera radiovictrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinithermus hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meiothermus chliarophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meiothermus ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meiothermus timidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanithermus profundus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermus parvatiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermus scotoductus	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	3
Thermus thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus acidocaldarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus macrosporangiidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus jilinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus xylanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus flavithermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus pushchinoensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus vitaminiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Brevibacterium] frigoritolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus aciditolerans	0	0	0	0	0	0	0	0	0	0	50	0	0	74	0	4
Bacillus andreraoultii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus aryabhattai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus bingmayongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus bogoriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cecembensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus pseudomycoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. S1-R1J2-FB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. S1-R5C1-FB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus thuringiensis	0	0	0	0	0	0	0	0	0	0	47	161	624	0	292	13
Bacillus toyonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cihuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus circulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus coagulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus drentensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus humi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus kochii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus lentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus megaterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus methanolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus niacini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus niameyensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus obstructivus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus panaciterrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus shackletonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus simplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sporothermodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus paralicheniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus subtilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus thermoamylovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus tuaregi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus weihaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. 2_A_57_CT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-21352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-22058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-26390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-27916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-28004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-45505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. HMSC76G11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. Marseille-P3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. OK048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. OxB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. Soil531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fictibacillus gelatini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacillus stearothermophilus	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
Geobacillus sp. MAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus dipsosauri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus kekensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus lacisalsi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus ureilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halolactibacillus alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenibacillus schlegelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus halodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus persicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus sp. Marseille-P4043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus chungkukjangi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus contaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus sphaericus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus sp. AR18-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus sp. YS11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinococcus luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natribacillus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus arenosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus bengalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus chungangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus damuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus iheyensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus limi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus sojae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinibacillus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parageobacillus genomosp. 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraliobacillus ryukyuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paucisalibacillus globulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagirhabdus alkalitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogracilibacillus auburnensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus insolitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus sp. FJAT-21963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacillus kushneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salipaludibacillus neizhouensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saliterribacillus persicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacillus albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptohalobacillus salinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenuibacillus multivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terribacillus goriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus sp. SK37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus chiguensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus halodenitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus necropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus pantothenticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus phasianinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus salinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella bergeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella cuniculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella haemolysans	0	0	0	0	0	0	0	427	1497	0	0	0	0	0	0	0
Gemella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella morbillorum	1381	1320	12322	4896	0	39306	2217	31964	98122	2694	0	0	0	0	0	0
Gemella sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella sp. oral taxon 928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium undae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. Leaf196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. N4-1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. U13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. ZOR0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. ZWU0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brochothrix thermosphacta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus sp. Leaf182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus thermoruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella laeviribosi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella panacarvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella phaseoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella thermotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella sp. 6021052837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus agaridevorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus algorifonticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus beijingensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus castaneae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus catalpae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus chondroitinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus contaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus crassostreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus curdlanolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus darwinianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus donghaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus durus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus ferrarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus ginsengarvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus ginsengihumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus harenae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus macquariensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus mucilaginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus naphthalenovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus pasadenensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus pinihumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus polymyxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus prosopidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus rubinfantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus taihuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus terrigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus tianmuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. 1_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. 1ZS3-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. 32O-W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. BIHB4019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. FJAT-27812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. FSL P4-0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. IHBB 10380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. JDR-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Root444D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Soil522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Soil724D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Soil750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Soil766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Soil787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. UNC451MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. UNC496MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. URHA0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. VT-16-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Paenibacillus sp. Y412MC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. yr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobacillus composti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalibacillus malaysiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kurthia sp. 11kri321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenisporosarcina sp. HGH0030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus citreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus sp. MB-3u-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planomicrobium glaciei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rummeliibacillus pycnus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solibacillus silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solibacillus sp. R5-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina newyorkensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina ureae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina sp. P37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus thermosphaericus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viridibacillus arvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinobaca qinghaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aliicoccus persicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auricoccus indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Jeotgalicoccus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Jeotgalicoccus halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Jeotgalicoccus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus saudimassiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrococcus canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrococcus caseolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrococcus sp. IME1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus halodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus kekensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus qingdaonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus sp. YB14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Staphylococcus argensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus arlettae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Staphylococcus aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus auricularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus capitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Staphylococcus caprae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus cohnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
Staphylococcus epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
Staphylococcus equorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Staphylococcus haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Staphylococcus nepalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus pasteuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus petrasii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus pettenkoferi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus saprophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
Staphylococcus schleiferi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus succinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus vitulinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus warneri	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	2
Staphylococcus xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HGB0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC034C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC055A09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC057A08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC062B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC066C03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC070D05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC072E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC074B09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. HMSC13A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. M0480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. NAM3COL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. URHA0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planifilum fulgidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimazuella kribbensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia defectiva	345	4691	850	1946	0	29745	5170	3307	51142	2864	0	0	0	0	0	0
Abiotrophia sp. HMSC24B09	815	12663	2031	2329	0	47819	13517	6869	80237	7403	0	0	0	0	0	0
Aerococcus urinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
