# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_cardiffensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96698	0	0	0	0	0	0	4.78856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30684	9.39839	0	8.06837	0	0	2.79921	0	0	0	0	2.40913	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_georgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20431	0	0	0	0	0	0	0	0	0	0	0	9.45875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40888	0	0	0	0	0	0	0	12.5682	0	0	0	4.55895	0	6.22913	0	0	3.80856	0	0	4.57931
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_naeslundii	0	5.33663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98765	0	0	9.56412	0.579936	3.31347	1.61769	0	0	1.56003	0	0	0	1.20195	3.12705	3.26312	1.97451	0	0	0.761567	5.09542	0	1.4968	0	1.52346	3.37522	3.89431	0	0	0	0	0.571641	1.78137	0	0	0	0	0	3.9122	2.03942	0	0	3.38593	0	2.04618	0	0	0	2.50906	0	4.40846	0	0	0	7.24671	4.53364	0.671391	0	0	0	1.86146	0	1.36725	0	4.76494	0	0	5.47126	0	0	0	3.91083	0	3.9719	3.38257
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20903	0	0	0	0	0	0	0	8.77317	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_oris	0	5.21077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46432	0	0	4.85604	3.09378	2.63571	2.56521	0	0	0.885017	0	0	0	2.34818	6.91951	2.48435	1.54541	0	0	2.13347	15.0963	0	3.22462	0	3.42778	4.67388	3.84247	0	0	0	0	1.8578	2.76214	0	0	0	0	0	7.84429	6.60143	0	0	4.34199	0	2.85708	11.4427	0	0	1.26384	0	4.60512	0	0	0	7.40176	3.35878	1.36731	0	0	0	1.72832	0	2.38549	0	8.08548	0	0	24.0608	0	0	0	2.78638	0	4.05758	4.20288
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_sp_HMSC035G02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_sp_oral_taxon_414	48.9245	27.9802	69.4859	49.036	37.9932	30.1437	53.9795	141.282	0	0	0	0	0	21.5838	0	0	0	0	0	0	25.5078	4.73056	12.2859	12.9376	36.6588	0	10.1488	14.1087	25.8614	9.5688	16.9413	20.4833	12.0823	22.1619	6.21412	26.4047	10.9452	17.879	27.0717	23.2708	16.0659	6.69524	31.336	15.419	19.1213	35.738	19.7241	7.45879	15.2361	33.8963	21.3452	7.76737	20.0775	41.9335	84.3466	25.3369	36.7649	47.1177	18.8468	4.73046	27.349	15.8685	24.9782	11.3281	41.2835	36.4471	21.5688	0	24.5165	19.7907	21.2397	39.1271	38.7739	0	20.7578	33.713	33.0088	19.5793	11.8743	37.7059	35.2054	17.2266	30.5647	10.5876	33.734	33.371	19.4695	35.7338	17.5487	20.0232	10.8899	40.5514	30.5394	42.7447	14.8444	22.853
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80278	0	1.76783	0	0	0	0	10.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866714	0	0	0	18.4027	0	0	0	19.6089	0	0	0	0	0	0	0	2.32171	0	0	0	0	0	0	0	1.67777	0	0	0	0	0	0	0	0	2.42497	0	4.21224	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630089	0	0	0	0	0	0	8.74156	0	0	0	0	0	0	2.63164	0	0	0	0	0	0	4.987	0	0	0	0	1.05091	0	0	0	9.59431	0	0	0	14.7231	0	0	0	7.03948	0	0	0	1.63805	0	5.8446	0	0	0	0	0	0.315279	0	0	0	0	0	0	0	0	2.70217	0	5.75362	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Campylobacter.s__Campylobacter_gracilis	0	0	0	0	7.28245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22366	0	0	0	0	0	0	4.82051	0	0	0	6.45555	0	0	0	0	0	0	0	0	0	0	3.66099	0	0	0	0	0	0	0	4.6956	0	0	0	0	0	3.58045	0	4.51024	3.37167	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Campylobacter.s__Campylobacter_showae	0	1.26992	0	0	5.11872	4.46299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34575	0	0.517971	0	3.26617	1.01441	0	0	0	7.59438	0	2.99447	0	0	2.57806	0	2.29187	3.28569	0.645061	0	7.27691	1.49402	2.51725	2.984	0	2.2805	6.41026	4.70753	1.36118	0	0	0	3.14973	0	9.08138	2.2992	0	0	0	1.11986	2.82086	0	0	1.92024	3.22929	2.15758	5.74559	10.2423	1.78977	4.04876	1.69438	5.01245	3.74633	0	0.723646	3.18379	2.36522	5.94381	2.11322	1.61438	2.21915	2.76533	0	3.17727	0	4.55717	0	3.64365	0	3.00918	0	0	3.85561	0	10.4901	1.70719
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943339	6.43224	0	0	0	0	0	0	0	0.932697	9.48518	0	5.38197	2.40578	0	0	7.77447	5.75374	0	0	0	0	5.90205	1.38534	0	0	0	0	0	0	0	1.40333	0	0	0	3.20508	0	0	0	11.9295	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61655	2.71082	0	0	12.3965	0	3.4834	0	12.7391	0	0	0	0	0	0	3.97891	0	2.41123	0.510236
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58229	4.83245	4.49009	0	0	0	0	0	0	4.66677	0.883159	0	0	0	0	0	1.57932	1.45953	0	0	0	0	8.78159	3.01592	0	0	0	0	0	0	0	1.21022	0	0	0	0	0	0	0	4.24702	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79514	3.93168	0	0	2.24754	0	2.29378	0	0.520554	0	0	0	0	0	0	0.810804	0	1.45809	4.62272
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55258	0	0	0	0	0	0	1.07323	0.727148	0	0	0	0	0	0.375838	0	0	0	0	0	1.77223	0.227668	0	0	0	0	0	0	0	0.44159	0	0	0	0	0	0	0	0.793418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423048	0	0.460013	0	0.466745	0	0	0	0	0	0	0	0	1.10212	1.05037
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Centipeda.s__Centipeda_periodontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Corynebacterium.s__Corynebacterium_matruchotii	0	8.67323	0	0	18.6647	6.90644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29767	0	0	43.4	0	11.4685	5.04291	0	0	0	0	0	15.3431	7.80169	26.1644	15.9251	0	0	0	15.8913	7.62107	13.1915	5.36717	0	0	8.71148	6.45257	6.81374	0	0	0	0	20.378	5.4604	0	0	0	0	0	7.58646	0	0	0	33.9809	4.36755	23.2036	0	0	6.24368	0	0	0	0	0	25.0412	28.5071	5.12395	16.9397	20.5584	7.23402	11.7971	0	29.6622	11.1613	44.5248	0	11.4976	13.4947	10.6827	0	0	5.98035	0	0	15.959
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17563	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	2.40582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64086	0	0	0	0	0	0	0	2.13162	2.58728	0	2.82049	0	0	0	12.8283	0	0	0	0	0	0	0	0	0	0	0	0	1.58467	0	2.38815	0	0	0	0	0	0	0	10.2796	0	0	6.37066	0	0	0	0	0	0	0	0	0	0	3.90379	0	0	0	5.30246	0	3.81059	0	0	0	0	0	0	0	0	0	0	2.16285	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Eikenella.s__Eikenella_sp_NML130454	0	0	0	0	1.48241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6625	0	0	0	0	0	0	0	2.53077	1.17327	0	3.10227	0	0	0	4.3634	0	0	0	0	0	0	0	0	0	0	0	0	1.09198	0	2.38134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775283	0	0	0	0	0	7.69803	0	0	0	0	0	0	0	0	0	0	0.385577	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Fretibacterium.s__Fretibacterium_fastidiosum	15.3396	7.69303	11.19	13.445	7.39503	12.9853	21.6665	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93003	0	12.8813	6.47506	0	0	0	0	5.86312	9.18466	3.11406	4.39477	0	0	0	0	3.30498	0	3.94748	0	0	0	0	0	0	4.86962	0	0	0	0	7.99539	5.0113	9.66179	5.31208	5.38107	4.62549	8.91101	7.55697	10.0961	0	6.35651	0	0	0	0	6.83492	0	0	11.1997	0	12.6025	5.34572	0	0	5.23286	0	0	0	0	0	6.12976	0	11.6507	0	9.35266	0	5.6777	5.53137	0	0	16.8866	10.5799	0	5.7166	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Fusobacterium.s__Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35698	3.95849	3.55631	4.81289	0	0	0	0	0	3.38797	9.784	4.22478	2.92023	1.81331	0	0	5.97914	5.55231	2.64984	0	0	0	2.21175	3.93181	1.71211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03459	0	0	0	0	0	4.58582	0	1.18787	0	0	0	0	2.70654	10.9117	4.97306	0	0	3.31829	0	1.83085	0	3.19143	0	0	0	0	0	0	3.29935	0	5.14444	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58216	3.16758	3.1679	1.28506	0	0	0	0	0	3.66803	3.76895	2.94734	2.87451	1.87575	0	0	4.13405	6.77115	4.28184	0	0	0	2.54355	4.83458	0.832966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10852	0	0	0	0	0	0	0	0.620763	0	0	0	0	3.25082	7.16422	2.05475	0	0	1.33898	0	2.82277	0	3.32675	0	0	0	0	0	0	1.8072	0	1.49448	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325321	0	0	0	0	0	0	0.393568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99844	0	0	0	0	9.6113	0	0	0	0	0	0	0	4.71829	0	0	0	0	0	0	4.75794	0	0	0	0	0	6.08972	0	0	0	0	0	0	0	0	0	0	0	3.84956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06434	0	0	0	0	0	0	0	5.51149	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79911	0	0	0	6.35812	0	0	0	0	0	0	0	0	0	0	4.9459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6438	0	0	0	0	0	0	21.4722	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Lautropia.s__Lautropia_mirabilis	0	23.5612	0	0	0	7.58055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4796	0	0	13.5611	18.7226	10.8025	33.1839	0	0	4.81185	0	0	5.79321	23.6608	0	17.7345	30.5156	0	5.35055	15.1498	10.8896	0	27.3743	0	12.3868	62.1491	7.27371	6.41037	0	0	0	0	0	0	13.4454	0	0	0	107.178	0	0	0	35.381	3.83806	0	0	10.7712	7.00975	56.3176	0	3.73984	0	0	0	20.1505	14.7175	0	22.012	6.28858	0	28.402	0	7.24828	0	40.7522	0	5.1042	23.2903	0	0	0	39.6466	0	26.2853	6.68241
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44463	0	0	0	0	0	0	0	0	2.57185	0	2.17809	0	0	0	4.78634	5.07297	0.930449	2.53055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02575	0	0	0	0	0	0	0	0	0	0	0	3.13989	7.03561	0	0	0	0	0	0.280844	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772557	0	0	0	0	0	0	0	0	1.02746	0	0.396569	0	0	0	0.572274	0.690748	1.08625	0.662113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1088	0	0	0	0	0	0.512322	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422922	0	0	0	0	0	0	0	0	1.02995	0	0.576013	0	0	0	0.294515	1.01465	1.59373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341114	0.282629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Morococcus.s__Morococcus_cerebrosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8545	0	0	0	0	5.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9511	0	0	4.63668	6.08618	5.98117	8.37939	0	0	0	0	0	0	8.26709	3.92139	0	9.79288	0	0	12.1829	4.9112	0	2.2886	0	0	11.1613	4.77255	0	0	0	0	0	0	0	0	0	0	0	32.772	0	0	0	0	3.26844	0	4.73555	0	3.31715	8.08742	0	3.15117	0	0	0	4.41517	7.30072	0	0	0	0	12.3518	0	3.89048	0	16.1875	0	0	12.1955	0	0	0	9.88858	0	6.82484	3.18819
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0.440751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980664	3.11171	0	0	0	0	0	0	0	1.16745	0	0	1.05281	0	0	0.738913	0.883263	0	0	0	0	0.445623	0.516205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309957	0.748417	0.763983	0	0	0	0.369136	0	0	0	0.801478	0	0	0	0	0	0	0.28029	0	0.791779	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_macacae	0	4.64386	0	0	1.21607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3249	0	0	5.95618	14.7207	4.17411	6.86219	0	0	0.538002	0	0	0	17.0237	6.17773	3.75287	2.73659	0	0	1.83376	12.1011	0	0.760143	0	5.83864	6.32806	0	1.02739	0	0	0	0.674007	0	0	0	0	0	0	26.4443	0	0	0	8.21742	0	0	0	0	2.0564	2.4717	0	0	0	0	0	5.42189	4.16188	0	15.6655	0	0	8.43896	0	2.8384	2.14994	3.73499	0	0	12.2096	0	0	0	1.89711	0	0	2.94884
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_mucosa	0	4.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.881	0	0	4.7434	1.33796	4.18778	6.22871	0	0	0	0	0	0	12.4671	4.07431	2.28018	0	0	1.8417	1.4384	7.93546	0	0	0	4.36333	6.69082	9.44215	0.555432	0	0	0	0	0	0	2.20786	0	0	0	21.5821	0	0	0	2.3604	0	0	0	0.775811	2.62338	2.34929	0	6.31848	0	0	0	3.93247	0	21.563	2.68648	0	0.80294	7.01371	0	1.82513	0	2.37423	0	0	14.183	0	0	0	0	0	17.2245	3.11549
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_sicca	0	4.18244	0	0	1.73148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.597	0	0	6.5781	10.3313	4.98507	10.0781	0	0	0.858918	0	0	0	13.7313	5.77435	3.93608	1.76407	0	1.23267	1.68809	10.1643	0	0.972484	0	5.02336	7.55234	10.7515	0.895587	0	0	0	0.859734	0	0	2.9955	0	0	0	32.1445	0	0	0	7.94934	0	1.02662	0	1.07006	2.19682	2.12525	0	7.25373	0	0	0	6.59908	2.19379	23.4409	15.7742	0	2.8477	7.19291	0	2.48461	2.83145	2.5857	0	0	13.5342	0	0	0	1.36422	0	16.8439	3.19074
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_sp_HMSC064E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8927	0	0	7.47596	7.04432	4.56927	9.66562	0	0	0	0	0	0	18.8061	8.20231	4.13115	2.96217	0	0	1.61149	9.02908	0	0	0	0	0	12.8256	1.11804	0	0	0	0.534755	0	0	1.7117	0	0	0	29.9257	0	0	0	6.60391	0	1.52581	0	0	0	1.95212	0	0	0	0	0	6.62884	4.57847	0	12.0803	0	0	14.6413	0	2.16404	1.3419	0	0	0	18.2107	0	0	0	3.36621	0	0	3.66165
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71114	0	0	0	0	0	0	0	0	0	0	0	0
