#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	VLC010.A0101.sub75bp.metaphlan3	VLC009.A0101.sub75bp.metaphlan3	VLC008.A0101.sub75bp.metaphlan3	VLC005.A0101.sub75bp.metaphlan3	VLC004.A0101.sub75bp.metaphlan3	VLC003.A0101.sub75bp.metaphlan3	VLC002.A0101.sub75bp.metaphlan3	VLC001.A0101.sub75bp.metaphlan3	MID102.A0101.sub75bp.metaphlan3	MID101.A0101.sub75bp.metaphlan3	MID097.A0101.sub75bp.metaphlan3	MID094.A0101.sub75bp.metaphlan3	MID093.A0101.sub75bp.metaphlan3	MID092.A0101.sub75bp.metaphlan3	MID091.A0101.sub75bp.metaphlan3	MID090.A0101.sub75bp.metaphlan3	MID089.A0101.sub75bp.metaphlan3	MID088.A0101.sub75bp.metaphlan3	MID087.A0101.sub75bp.metaphlan3	MID086.A0101.sub75bp.metaphlan3	MID085.A0101.sub75bp.metaphlan3	MID084.A0101.sub75bp.metaphlan3	MID083.A0101.sub75bp.metaphlan3	MID082.A0101.sub75bp.metaphlan3	MID081.A0101.sub75bp.metaphlan3	MID080.A0101.sub75bp.metaphlan3	MID079.A0101.sub75bp.metaphlan3	MID078.A0101.sub75bp.metaphlan3	MID077.A0101.sub75bp.metaphlan3	MID076.A0101.sub75bp.metaphlan3	MID075.A0101.sub75bp.metaphlan3	MID074.A0101.sub75bp.metaphlan3	MID073.A0101.sub75bp.metaphlan3	MID072.A0101.sub75bp.metaphlan3	MID071.A0101.sub75bp.metaphlan3	MID070.A0101.sub75bp.metaphlan3	MID068.B0101.sub75bp.metaphlan3	MID068.A0101.sub75bp.metaphlan3	MID067.A0101.sub75bp.metaphlan3	MID066.A0101.sub75bp.metaphlan3	MID065.A0101.sub75bp.metaphlan3	MID064.A0101.sub75bp.metaphlan3	MID063.A0101.sub75bp.metaphlan3	MID062.A0101.sub75bp.metaphlan3	MID061.A0101.sub75bp.metaphlan3	MID060.A0101.sub75bp.metaphlan3	MID059.A0101.sub75bp.metaphlan3	MID058.A0101.sub75bp.metaphlan3	MID057.A0101.sub75bp.metaphlan3	MID056.A0101.sub75bp.metaphlan3	MID055.A0101.sub75bp.metaphlan3	MID054.A0101.sub75bp.metaphlan3	MID053.A0101.sub75bp.metaphlan3	MID052.A0101.sub75bp.metaphlan3	MID051.A0101.sub75bp.metaphlan3	MID050.A0101.sub75bp.metaphlan3	MID049.A0101.sub75bp.metaphlan3	MID048.A0101.sub75bp.metaphlan3	MID047.A0101.sub75bp.metaphlan3	MID046.A0101.sub75bp.metaphlan3	MID045.A0101.sub75bp.metaphlan3	MID044.A0101.sub75bp.metaphlan3	MID043.A0101.sub75bp.metaphlan3	MID042.A0101.sub75bp.metaphlan3	MID041.A0101.sub75bp.metaphlan3	MID040.A0101.sub75bp.metaphlan3	MID039.A0101.sub75bp.metaphlan3	MID038.A0101.sub75bp.metaphlan3	MID037.A0101.sub75bp.metaphlan3	MID036.A0101.sub75bp.metaphlan3	MID035.A0101.sub75bp.metaphlan3	MID034.A0101.sub75bp.metaphlan3	MID033.A0101.sub75bp.metaphlan3	MID032.A0101.sub75bp.metaphlan3	MID031.A0101.sub75bp.metaphlan3	MID030.A0101.sub75bp.metaphlan3	MID029.A0101.sub75bp.metaphlan3	MID028.A0101.sub75bp.metaphlan3	MID027.A0101.sub75bp.metaphlan3	MID026.A0101.sub75bp.metaphlan3	MID025.A0101.sub75bp.metaphlan3	MID024.A0101.sub75bp.metaphlan3	MID023.A0101.sub75bp.metaphlan3	MID022.A0101.sub75bp.metaphlan3	KT36calc.sub75bp.metaphlan3	KT35calc.sub75bp.metaphlan3	KT34calc.sub75bp.metaphlan3	KT33calc.sub75bp.metaphlan3	KT32calc.sub75bp.metaphlan3	KT31calc.sub75bp.metaphlan3	KT30calc.sub75bp.metaphlan3	KT29calc.sub75bp.metaphlan3	KT28calc.sub75bp.metaphlan3	KT27calc.sub75bp.metaphlan3	KT26calc.sub75bp.metaphlan3	KT25calc.sub75bp.metaphlan3	KT24calc.sub75bp.metaphlan3	KT23calc.sub75bp.metaphlan3	KT22calc.sub75bp.metaphlan3	KT21calc.sub75bp.metaphlan3	KT20calc.sub75bp.metaphlan3	KT19calc.sub75bp.metaphlan3	KT18calc.sub75bp.metaphlan3	KT17calc.sub75bp.metaphlan3	KT16calc.sub75bp.metaphlan3	KT15calc.sub75bp.metaphlan3	KT14calc.sub75bp.metaphlan3	KT13calc.sub75bp.metaphlan3	KT12calc.sub75bp.metaphlan3	KT11calc.sub75bp.metaphlan3	KT10calc.sub75bp.metaphlan3	KT09calc.sub75bp.metaphlan3	KT08calc.sub75bp.metaphlan3	KT07calc.sub75bp.metaphlan3	KT06calc.sub75bp.metaphlan3	KT05calc.sub75bp.metaphlan3	KT04calc.sub75bp.metaphlan3	KT03calc.sub75bp.metaphlan3	KT02calc.sub75bp.metaphlan3	KT01calc.sub75bp.metaphlan3	JAE016.A0101.sub75bp.metaphlan3	JAE015.A0101.sub75bp.metaphlan3	JAE014.A0101.sub75bp.metaphlan3	JAE013.A0101.sub75bp.metaphlan3	JAE012.A0101.sub75bp.metaphlan3	JAE010.A0101.sub75bp.metaphlan3	JAE009.A0101.sub75bp.metaphlan3	JAE008.A0101.sub75bp.metaphlan3	JAE007.A0101.sub75bp.metaphlan3	JAE006.A0101.sub75bp.metaphlan3	IVE007.B0101.sub75bp.metaphlan3	IVE005.B0101.sub75bp.metaphlan3	IVE005.A0101.sub75bp.metaphlan3	IVE003.A0101.sub75bp.metaphlan3	IVE002.B0101.sub75bp.metaphlan3	ELR010.A0101.sub75bp.metaphlan3	ELR008.A0101.sub75bp.metaphlan3	ELR006.A0101.sub75bp.metaphlan3	ELR004.A0101.sub75bp.metaphlan3	ELR003.A0101.sub75bp.metaphlan3	CS48.sub75bp.metaphlan3	CS47.sub75bp.metaphlan3	CS46.sub75bp.metaphlan3	CS45.sub75bp.metaphlan3	CS44.sub75bp.metaphlan3	CS43.sub75bp.metaphlan3	CS42.sub75bp.metaphlan3	CS40.sub75bp.metaphlan3	CS39.sub75bp.metaphlan3	CS38.sub75bp.metaphlan3	CS37.sub75bp.metaphlan3	CS36.sub75bp.metaphlan3	CS35.sub75bp.metaphlan3	CS34.sub75bp.metaphlan3	CS33.sub75bp.metaphlan3	CS32.sub75bp.metaphlan3	CS31.sub75bp.metaphlan3	CS30.sub75bp.metaphlan3	CS29.sub75bp.metaphlan3	CS28.sub75bp.metaphlan3	CS27.sub75bp.metaphlan3	CS26.sub75bp.metaphlan3	CS24.sub75bp.metaphlan3	CS23.sub75bp.metaphlan3	CS22.sub75bp.metaphlan3	CS21.sub75bp.metaphlan3	CS20.sub75bp.metaphlan3	CS19.sub75bp.metaphlan3	CS18.sub75bp.metaphlan3	CS17.sub75bp.metaphlan3	CS16.sub75bp.metaphlan3	CS15.sub75bp.metaphlan3	CS14.sub75bp.metaphlan3	CS13.sub75bp.metaphlan3	CS12.sub75bp.metaphlan3	CS11.sub75bp.metaphlan3	CS10.sub75bp.metaphlan3	CS09.sub75bp.metaphlan3	CS08.sub75bp.metaphlan3	CS07.sub75bp.metaphlan3	CS04.sub75bp.metaphlan3	CS03.sub75bp.metaphlan3	CS02.sub75bp.metaphlan3	CS01.sub75bp.metaphlan3	CMB008.A0101.sub75bp.metaphlan3	CMB007.A0101.sub75bp.metaphlan3	CMB006.A0101.sub75bp.metaphlan3	CMB005.A0101.sub75bp.metaphlan3	CMB004.A0101.sub75bp.metaphlan3	CMB003.A0101.sub75bp.metaphlan3	CMB002.A0101.sub75bp.metaphlan3	CMB001.A0101.sub75bp.metaphlan3
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	68.50964	53.63708	16.26322	15.99745	39.80183	11.47703	24.40363	16.8153	12.92717	6.78514	6.4017	12.46393	8.75681	1.57084	9.8642	25.05429	11.07275	2.27843	21.25996	9.08883	22.34783	5.87624	12.22875	16.98404	18.9851	12.71398	15.59026	21.7891	24.1713	5.10306	0.0835	15.13554	8.91241	2.27902	14.89156	4.22874	1.70463	20.27291	7.9775	30.24461	3.47095	2.5627	2.32713	14.79964	9.35172	2.8252	8.62972	2.48383	9.91299	54.43955	17.8214	8.02068	0.07944	2.62238	3.56826	5.63522	7.09109	7.3256	13.367	1.4329	4.93442	13.82425	26.31743	11.25576	6.21672	5.07213	8.97151	17.66935	21.88913	9.53446	13.38652	0.3293	6.5559	4.75059	1.87702	6.65091	6.9328	19.66328	11.1646	34.20458	1.67066	2.56609	10.98919	7.44454	4.04774	12.97047	13.52192	26.29889	18.92332	12.86884	12.79858	32.17817	12.77912	19.18307	11.75214	21.5349	9.98165	25.83841	27.30577	12.42332	13.61077	21.46165	10.88545	19.50164	17.68382	7.67258	52.85844	22.99725	28.3254	31.34567	10.05523	17.09997	22.76846	16.51089	5.10842	38.66588	9.58326	30.19059	26.1704	11.9995	22.00717	15.08619	28.25815	11.58519	18.20279	48.18076	49.27278	24.25152	4.25191	12.8147	29.79034	6.16288	13.64388	32.71146	6.63992	0	20.67426	18.7471	24.70181	15.50026	0	6.82653	8.96695	37.23659	47.28959	0.86491	2.94356	1.11096	1.85416	1.56722	0.80385	2.0107	3.87157	10.59541	7.00695	2.58984	1.55747	31.32494	1.54083	1.82896	0	5.03715	5.37309	8.36162	2.37691	6.48563	1.7204	5.87024	0	5.75624	7.67474	10.01724	4.80616	12.51603	2.74722	7.66339	10.55723	10.78121	19.46991	23.14899	7.51775	3.44793	0.57953	5.4364	26.47653	2.96983	4.79634	12.56532	3.1681	4.79978	9.1957	2.83066
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	20.93526	16.41046	10.14809	3.30322	11.13053	4.62025	12.86472	4.59862	7.16829	4.42882	5.62662	7.82007	8.49274	1.57084	6.32269	14.47348	5.76207	1.98822	9.15932	4.76593	7.4005	5.46282	2.26265	12.4572	7.85332	3.50253	12.73361	9.65932	7.8193	5.10306	0.0835	9.98924	6.18871	2.26132	7.25649	3.55167	1.47593	6.85674	4.72164	10.62109	3.07521	1.9302	2.32713	7.09176	1.99373	2.01588	6.09416	2.36575	8.12471	47.21458	8.29643	6.11943	0.07944	2.37696	2.45825	2.24261	1.49373	4.39674	10.34409	1.40456	3.34699	8.45061	13.02427	3.37905	4.62723	4.69099	5.239	5.23852	10.87389	3.06947	6.45229	0.3293	5.03471	2.62153	0.67164	6.40202	2.8977	4.38116	2.79915	13.94102	1.30875	2.06622	3.45475	2.89989	3.15536	9.65918	6.42952	16.52521	13.17592	5.4744	9.55911	23.52381	12.77912	15.05792	9.18908	18.56948	7.68065	19.86183	14.78962	6.59124	10.06561	11.26162	7.56603	17.33731	7.37931	4.59395	42.11757	15.11465	18.56373	23.61699	8.15437	17.09997	6.09083	11.95552	3.95372	25.27038	7.63553	12.69068	13.8861	7.47058	16.63798	13.85902	18.9312	6.47233	8.3046	17.42308	15.11491	11.11652	1.98277	2.52523	12.53426	2.76113	11.68687	14.71254	3.04915	0	12.70847	13.29576	7.03832	13.05108	0	4.27423	6.71066	4.32077	34.4752	0.86491	0	1.11096	0.95551	1.51901	0.80385	1.55164	3.85547	1.42144	3.81911	2.05045	1.13443	9.1026	0.04909	1.82896	0	3.50995	0.17429	1.60302	2.07337	2.58724	1.68483	1.00591	0	5.72263	1.78171	5.9808	1.91262	4.00628	2.74722	7.40293	2.16432	8.9544	4.8553	5.72264	4.00553	3.14159	0.57953	2.88673	26.47653	2.90785	3.27676	6.35273	3.1681	4.77902	6.35597	2.83066
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	20.93526	16.41046	10.14809	3.30322	11.13053	4.62025	12.86472	4.59862	7.16829	4.42882	5.62662	7.82007	8.49274	1.57084	6.32269	14.47348	5.76207	1.98822	9.15932	4.76593	7.4005	5.46282	2.26265	12.4572	7.85332	3.50253	12.73361	9.65932	7.8193	5.10306	0.0835	9.98924	6.18871	2.26132	7.25649	3.55167	1.47593	6.85674	4.72164	10.62109	3.07521	1.9302	2.32713	7.09176	1.99373	2.01588	6.09416	2.36575	8.12471	47.21458	8.29643	6.11943	0.07944	2.37696	2.45825	2.24261	1.49373	4.39674	10.34409	1.40456	3.34699	8.45061	13.02427	3.37905	4.62723	4.69099	5.239	5.23852	10.87389	3.06947	6.45229	0.3293	5.03471	2.62153	0.67164	6.40202	2.8977	4.38116	2.79915	13.94102	1.30875	2.06622	3.45475	2.89989	3.15536	9.65918	6.42952	16.52521	13.17592	5.4744	9.55911	23.52381	12.77912	15.05792	9.18908	18.56948	7.68065	19.86183	14.78962	6.59124	10.06561	11.26162	7.56603	17.33731	7.37931	4.59395	42.11757	15.11465	18.56373	23.61699	8.15437	17.09997	6.09083	11.95552	3.95372	25.27038	7.63553	12.69068	13.8861	7.47058	16.63798	13.85902	18.9312	6.47233	8.3046	17.42308	15.11491	11.11652	1.98277	2.52523	12.53426	2.76113	11.68687	14.71254	3.04915	0	12.70847	13.29576	7.03832	13.05108	0	4.27423	6.71066	4.32077	34.4752	0.86491	0	1.11096	0.95551	1.51901	0.80385	1.55164	3.85547	1.42144	3.81911	2.05045	1.13443	9.1026	0.04909	1.82896	0	3.50995	0.17429	1.60302	2.07337	2.58724	1.68483	1.00591	0	5.72263	1.78171	5.9808	1.91262	4.00628	2.74722	7.40293	2.16432	8.9544	4.8553	5.72264	4.00553	3.14159	0.57953	2.88673	26.47653	2.90785	3.27676	6.35273	3.1681	4.77902	6.35597	2.83066
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0.86331	0	0	0.00464	0	0	0	0	0	0	0	0	0.06341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8872	0.68341	0	2.08796	0	0	0	0	0	0.63108	0.79122	0.4579	0	2.47698	0.84984	0	0	0	0.17069	0	0	0	0.18073	0.8537	0	0	0	0	0	0	0	0	0	3.44354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0.86331	0	0	0.00464	0	0	0	0	0	0	0	0	0.06341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8872	0.68341	0	2.08796	0	0	0	0	0	0.63108	0.79122	0.4579	0	2.47698	0.84984	0	0	0	0.17069	0	0	0	0.18073	0.8537	0	0	0	0	0	0	0	0	0	3.44354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	20.07194	16.41046	10.14809	3.29857	11.13053	4.62025	12.86472	4.59862	7.16829	4.42882	5.62662	7.82007	8.42933	1.57084	6.32269	14.47348	5.76207	1.98822	9.15932	4.76593	7.4005	5.46282	2.26265	12.4572	7.85332	3.50253	12.73361	9.65932	7.8193	5.10306	0.0835	9.98924	6.18871	2.26132	7.25649	3.55167	1.47593	6.85674	4.72164	10.62109	3.07521	1.9302	2.32713	7.09176	1.99373	2.01588	6.09416	2.36575	8.12471	47.21458	8.29643	6.11943	0.07944	2.37696	2.45825	2.24261	1.49373	4.39674	10.34409	1.40456	3.34699	8.45061	13.02427	3.37905	4.62723	4.69099	5.239	5.23852	10.86029	3.06947	6.45229	0.3293	5.03471	2.62153	0.67164	6.40202	2.8977	4.38116	2.79915	13.94102	1.30875	2.06622	3.45475	2.89989	3.15536	8.77198	5.74611	16.52521	11.08796	5.4744	9.55911	23.52381	12.77912	15.05792	8.558	17.77826	7.22275	19.86183	12.31264	5.7414	10.06561	11.26162	7.56603	17.16662	7.37931	4.59395	42.11757	14.93392	17.71003	23.61699	8.15437	17.09997	6.09083	11.95552	3.95372	25.27038	7.63553	12.69068	10.44256	7.47058	16.63798	13.85902	18.9312	6.47233	8.3046	17.42308	15.11491	11.11652	1.98277	2.52523	12.53426	2.76113	11.68687	14.71254	3.04915	0	12.70847	13.29576	7.03832	13.05108	0	4.27423	6.71066	4.32077	28.35443	0.86491	0	1.11096	0.95551	1.51901	0.80385	1.55164	3.85547	1.42144	3.81911	2.05045	1.13443	9.1026	0.04909	1.82896	0	3.50995	0.17429	1.60302	2.07337	2.02683	1.68483	1.00591	0	5.72263	1.78171	5.9808	1.91262	4.00628	2.74722	7.40293	2.16432	8.9544	4.8553	5.72264	4.00553	3.14159	0.57953	2.88673	26.47653	2.90785	3.27676	6.35273	3.1681	4.77902	6.35597	2.83066
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	2|201174|1760|2037|2049|1654|181487	0	0	0.31933	0.29493	0	0	0.20261	0.36289	0.32017	0.58172	0.51374	0.41396	0	0.53582	0.5628	0	0.35388	0.17625	0	0	0.75424	0.63581	0	0.64398	0	0	0.75304	0	0.50498	1.36168	0	3.71467	1.05063	0.06361	0.2653	0.27793	1.47593	0.03333	0	0.21754	0.06482	0.30687	0.17053	0	0	0.46479	0.18393	0.23934	1.90922	0.41143	0.15258	0.26765	0	0	0.03369	0.49102	0.01269	0.1084	0.34951	0.50737	0.22761	0.45781	0	0.1212	0.15903	0.68577	1.98236	0.0553	0	0.10938	0.22676	0	0.60434	1.21094	0.17721	0.01544	0.21779	0	0	0	0.03956	0	0	0.24146	0.81441	0	0	0.08534	0.02091	0.21724	0	0	1.77377	1.3669	0.90374	2.02716	0.13933	0.30519	0	0	0.31033	0.31797	0	0.74935	0	0	0	0	0.44461	0	0.03169	5.25921	0	0	0.05298	0	0	0	0	0.5207	0	1.99071	3.23668	0.00434	0.03872	0.09836	0.07485	0.23916	0	0.00147	0.19573	0	0.42843	0	0.35863	0	8.05459	2.04512	0.33787	4.26113	0	0.07737	0	0	0	0	0	0	0	0.14163	0.46414	0.70079	1.62888	0.10684	0	0.1459	0	0	0	0	0	0	0	0	0.60436	0.36023	0	0	0	0.91519	0	0.0622	0	0	0	0.27619	0	0.89781	0	0	0	0	0.23359	0.50614	0	0.08043	0.01367	0.71131	0.40081	0.88063	1.71023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_gaoshouyii	2|201174|1760|2037|2049|1654|1960083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_georgiae	2|201174|1760|2037|2049|1654|52768	0.0222	0.92443	0	0	0.06866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11165	0	0	0	0	0	0.27153	0	0.07812	0	0.0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20868	0	0	0	0	0	0	0	0.09284	0.23061	0	0	0	0.2002	0	0.30895	0	0.73528	0	0	0.00194	0	0	0	0.01466	0.00686	0.0278	0	0	0	0.12612	0	0	0	0.05213	0	0	0	0	0	0	0.04544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis	2|201174|1760|2037|2049|1654|178339	0.14362	2.06757	0	0	0.11859	0	0	0	0	0	0	0	0	0	0.08168	0	0	0	0.10288	0	0	0	0	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0.10378	0	0	0	0	0	0	0	0	0	0	0	0	0.08828	0	0	0	0	0.0291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15781	0	0	0.17231	0	0	0	0	0	0	0	0	0.0128	0	0	0	0	0	0.28462	0	0	0.30764	0	0	0	0	0	0.70424	0	0.34388	0	0	0.01926	0	0.01607	0	0.0127	0.02094	0.09882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06979	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0.52994	0.24	0	0	1.59231	0	0	0	0	0	0	0.06283	0	0	0.62545	0.32072	0.0179	0	0.09571	0	0.07321	0	0	0.40113	0	0	4.4122	0.08896	0.0791	0	0	0	0	0	0.89691	0	0	0	0	0.03651	0.75015	0	0	0	0	0	0	0	0	0	0.35961	0.55173	0	0	0	0	0	0	0.90188	0	0.40631	0.11913	0.21338	0	0	0	0	0.20073	0	0	0.25907	0	0.12636	0.27251	0	0	0	0	0	0.2006	0	0	0	0	0	0.72277	0.52068	0.59115	0.1438	0.37717	1.42484	0.2065	0	0	0.13738	0.58144	0.37629	0.42737	1.16508	0	1.09482	1.58081	0	0	0.91292	0.33055	1.63657	0	0.19209	0	0.17841	0	0.30765	1.78419	0	0.6111	0	1.61436	0	0.27486	0.88788	0	0	0.12186	0	0	0.04028	1.18344	0	0	0.10796	0	0	0	0.22261	0	0	0	0	2.99311	0	0.37695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35919	0.33184	0	0	0.04783	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	2|201174|1760|2037|2049|1654|461393	3.41012	0.63203	0.28257	0	1.25599	0	0.91065	0	0.80151	0	0	0.25451	0	0	0.50353	1.62428	0.13651	0	0	0	1.82956	0	0	0	0.19076	0	0.15912	0.27205	0.20768	0	0	0.54668	0	0	0.10888	0	0	0	0.19503	0.6291	0	0.09745	0	0	0	0.14391	0	0	0	0	0.34342	0	0	0	0	0.18717	0	0	0	0	0	0	0.04982	0.01547	0	0	0	1.86782	0.19819	0.08293	0.10807	0	0	0	0	0	0	0	0	1.2984	0	0	0.70095	0.22437	0	0	0	0.01835	0.79389	0	0	0.04157	0	0	0	0.16231	0	0.01692	1.46167	0	0	0.15495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10076	0.05876	0.01055	0.32344	0.81216	0.05069	2.11828	0.48478	0.47785	0	0.01406	0.31661	0	0	2.13428	0	0	0.06692	0	0.54221	0	0	0	0	0	12.99506	0	0	0	0	0	0	0	0	0	0.66002	0	0	3.314	0	0	0	0	0	0.06491	0	0.06938	0	0	0	0.96598	0	0.5141	0	0.04064	0	0	0	0	1.37592	1.30716	0.67975	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_meyeri	2|201174|1760|2037|2049|1654|52773	0	0	0.01916	0.03945	0	0	0	0.14409	0	0.04451	0	0	0.01629	0	0	0	0	0	0	0	0	0	0	0.09569	0	0	0	0	0	0	0	0	0	0	0	0.07329	0	0	0	0	0	0	0	0	0	0	0.1256	0	0	0	0	0.31961	0	0	0	0	0	0	0	0	0	0	0	0	0.0515	0.09551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25524	0.04586	0.43101	0	0.22579	0.37257	0	0	0.44872	0	0	0	0	0.22529	0	0	1.22263	0.20047	0	0	0	0.12538	0	0	0	0	0	0	0.11669	0.83634	0.96054	0	0.09448	0.28298	0.1037	0.0716	0.00163	0	0	0	0	0	0.39574	0.0614	0	0	0.16455	0	0	0	0	0	0	0.20341	0	0	0	0.30644	0	0	0	0	0	0	0	0	0	0	0	0	0.5591	0	0	0.36692	0	0	0	0	0	0	0	0	0	0	0	0	0.37137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1034	0.31835	0	0	0.28933	0	0.54246
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	2|201174|1760|2037|2049|1654|1655	0.21107	0.32895	0.06222	0.10081	0.33321	0.10233	0.31174	0.48843	1.29379	0.17924	0	0.40944	0	0	0	0.50465	0.07889	0	0.06096	0	0.13177	0	0	0	0.07266	0.35121	0	0.98397	0.54235	0	0	0.11135	0	0	0.63408	0.0339	0	0.81685	0	0.05358	0.16796	0	0	0.09925	0.07492	0	0	0	0	0	0.22873	0	0	0	0	0	0.20089	0.56207	0.4004	0	0.1958	0.07358	0.35157	0	0.36083	0	0.20314	0.97167	0	0	0	0	0.15709	0.07062	0	0	0	1.73167	0	1.09491	0	0	0.29711	0	0	0.16189	0	0	2.37113	0.30556	0.14418	0.91853	0	0.03734	0.02818	1.04125	0	0.31659	0.52434	0	0	0.20071	0	0.16925	0	0	6.30432	0.06828	2.56102	3.86829	0	0	0.40263	0.37084	0	0.70902	0	1.5329	0.21392	0.13681	0.11836	0.04379	0.14958	0	0	0.08385	0.22031	0.70627	0.03684	0.4557	0.06641	0.29625	0	1.16813	0	0	0	0	0	0	0	0	0	0	0.60332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17143	0	0.18234	0	0	0.20822	0	0.68088	0	0	0	0	0	0	0	0.11813	0	0	0	0.50642	0
