#Datasets	MeganServer::MID078.A0101.unmapped	MeganServer::MID067.A0101.unmapped	MeganServer::EXB059.A2501.unmapped	MeganServer::MID089.A0101.unmapped	MeganServer::MID101.A0101.unmapped	MeganServer::LIB058.A0103.unmapped	MeganServer::MID077.A0101.unmapped	MeganServer::MID088.A0101.unmapped	MeganServer::MID027.A0101.unmapped	MeganServer::MID066.A0101.unmapped	MeganServer::MID094.A0101.unmapped	MeganServer::MID083.A0101.unmapped	MeganServer::MID072.A0101.unmapped	MeganServer::MID022.A0101.unmapped	MeganServer::CMB004.A0101.unmapped	MeganServer::MID061.A0101.unmapped	MeganServer::MID050.A0101.unmapped	MeganServer::MID044.A0101.unmapped	MeganServer::MID049.A0101.unmapped	MeganServer::MID038.A0101.unmapped	MeganServer::MID055.A0101.unmapped	MeganServer::MID033.A0101.unmapped	MeganServer::MID071.A0101.unmapped	MeganServer::MID093.A0101.unmapped	MeganServer::MID032.A0101.unmapped	MeganServer::CMB002.A0101.unmapped	MeganServer::MID029.A0101.unmapped	MeganServer::MID024.A0101.unmapped	MeganServer::MID102.A0101.unmapped	MeganServer::MID085.A0101.unmapped	MeganServer::MID041.A0101.unmapped	MeganServer::MID046.A0101.unmapped	MeganServer::MID063.A0101.unmapped	MeganServer::MID068.A0101.unmapped	MeganServer::EXB059.A2201.unmapped	MeganServer::MID080.A0101.unmapped	MeganServer::MID084.A0101.unmapped	MeganServer::CMB003.A0101.unmapped	MeganServer::MID062.A0101.unmapped	MeganServer::MID023.A0101.unmapped	MeganServer::MID040.A0101.unmapped	MeganServer::MID045.A0101.unmapped	MeganServer::MID059.A0101.unmapped	MeganServer::LIB058.A0104.unmapped	MeganServer::MID037.A0101.unmapped	MeganServer::MID076.A0101.unmapped	MeganServer::CMB008.A0101.unmapped	MeganServer::EXB034.A2701.unmapped	MeganServer::MID028.A0101.unmapped	MeganServer::MID054.A0101.unmapped	MeganServer::MID068.B0101.unmapped	MeganServer::MID075.A0101.unmapped	MeganServer::MID086.A0101.unmapped	MeganServer::MID097.A0101.unmapped	MeganServer::MID042.A0101.unmapped	MeganServer::MID053.A0101.unmapped	MeganServer::MID064.A0101.unmapped	MeganServer::MID031.A0101.unmapped	MeganServer::MID058.A0101.unmapped	MeganServer::MID047.A0101.unmapped	MeganServer::MID036.A0101.unmapped	MeganServer::CMB001.A0101.unmapped	MeganServer::CMB006.A0101.unmapped	MeganServer::MID025.A0101.unmapped	MeganServer::CMB007.A0101.unmapped	MeganServer::EXB059.A2301.unmapped	MeganServer::MID070.A0101.unmapped	MeganServer::LIB058.A0107.unmapped	MeganServer::MID092.A0101.unmapped	MeganServer::LIB058.A0105.unmapped	MeganServer::MID081.A0101.unmapped	MeganServer::MID079.A0101.unmapped	MeganServer::MID082.A0101.unmapped	MeganServer::MID043.A0101.unmapped	MeganServer::CMB005.A0101.unmapped	MeganServer::EXB059.A2101.unmapped	MeganServer::EXB059.A2401.unmapped	MeganServer::MID074.A0101.unmapped	MeganServer::MID026.A0101.unmapped	MeganServer::MID035.A0101.unmapped	MeganServer::MID030.A0101.unmapped	MeganServer::MID057.A0101.unmapped	MeganServer::LIB058.A0102.unmapped	MeganServer::MID090.A0101.unmapped	MeganServer::MID052.A0101.unmapped	MeganServer::MID073.A0101.unmapped	MeganServer::MID048.A0101.unmapped	MeganServer::MID034.A0101.unmapped	MeganServer::MID051.A0101.unmapped	MeganServer::MID091.A0101.unmapped	MeganServer::MID056.A0101.unmapped	MeganServer::MID065.A0101.unmapped	MeganServer::MID039.A0101.unmapped	MeganServer::MID060.A0101.unmapped	MeganServer::LIB058.A0106.unmapped	MeganServer::MID087.A0101.unmapped
"Streptococcus pneumoniae"	1367.0	0.0	184.0	639.0	6105.0	96.0	3735.0	1665.0	1204.0	1348.0	3885.0	1518.0	0.0	0.0	0.0	2518.0	1053.0	1467.0	9052.0	662.0	0.0	327.0	2605.0	0.0	1685.0	1275.0	1933.0	0.0	1189.0	882.0	1664.0	0.0	0.0	2050.0	58.0	1484.0	0.0	0.0	998.0	3536.0	456.0	4385.0	0.0	0.0	2118.0	303.0	0.0	0.0	2869.0	1208.0	6505.0	0.0	0.0	0.0	3079.0	0.0	496.0	371.0	0.0	1622.0	2838.0	0.0	521.0	0.0	0.0	0.0	1181.0	0.0	0.0	0.0	686.0	8857.0	1215.0	2666.0	0.0	0.0	0.0	268.0	1247.0	536.0	0.0	817.0	0.0	922.0	0.0	9572.0	3014.0	0.0	0.0	0.0	1875.0	8344.0	1081.0	0.0	0.0	2895.0
"Streptococcus pseudopneumoniae"	1045.0	0.0	135.0	0.0	3347.0	60.0	2450.0	1264.0	1001.0	1027.0	2801.0	1042.0	0.0	0.0	0.0	1880.0	790.0	961.0	5566.0	0.0	0.0	0.0	1870.0	0.0	947.0	819.0	1595.0	0.0	783.0	0.0	1323.0	0.0	0.0	1203.0	0.0	1432.0	0.0	0.0	1092.0	1434.0	0.0	2513.0	0.0	0.0	2553.0	0.0	0.0	0.0	2006.0	1038.0	5767.0	0.0	0.0	0.0	2168.0	0.0	0.0	0.0	0.0	1426.0	2536.0	0.0	434.0	0.0	0.0	0.0	738.0	0.0	0.0	0.0	464.0	5270.0	771.0	2317.0	0.0	0.0	0.0	328.0	946.0	425.0	0.0	649.0	0.0	1074.0	0.0	6394.0	1713.0	0.0	0.0	864.0	1079.0	5493.0	881.0	409.0	0.0	2267.0
"Streptococcus pyogenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.0	0.0	603.0	0.0	0.0	0.0	0.0	377.0	0.0	0.0	501.0	0.0	460.0	0.0	0.0	0.0	0.0	521.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	481.0	517.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	417.0	0.0	0.0	0.0	0.0	403.0	0.0	0.0	0.0	0.0	663.0	0.0	0.0	0.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus respiraculi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0	0.0	0.0	470.0	0.0	0.0	0.0	0.0	0.0	0.0	498.0	355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	653.0	0.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.0	462.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus salivarius"	3790.0	577.0	643.0	667.0	6796.0	210.0	6798.0	771.0	2592.0	0.0	6232.0	4665.0	0.0	0.0	0.0	17287.0	1699.0	1343.0	3120.0	2803.0	0.0	0.0	8646.0	0.0	815.0	1196.0	5407.0	0.0	2535.0	2420.0	1200.0	0.0	0.0	706.0	132.0	2006.0	0.0	0.0	0.0	11386.0	0.0	3544.0	0.0	0.0	4610.0	0.0	0.0	0.0	1953.0	593.0	2720.0	0.0	646.0	0.0	1475.0	0.0	0.0	0.0	0.0	799.0	6030.0	0.0	740.0	0.0	0.0	64.0	974.0	0.0	0.0	0.0	795.0	6316.0	1052.0	5969.0	0.0	0.0	0.0	0.0	3645.0	1299.0	0.0	865.0	0.0	5217.0	0.0	2812.0	1675.0	0.0	0.0	0.0	0.0	2581.0	4714.0	0.0	0.0	2810.0
"Streptococcus sanguinis"	307487.0	58030.0	52772.0	56269.0	536456.0	19268.0	574926.0	80784.0	200705.0	23265.0	503351.0	379037.0	925.0	14006.0	0.0	1418425.0	155328.0	95684.0	292679.0	256139.0	23685.0	6047.0	655991.0	8441.0	66775.0	91774.0	405775.0	650.0	290001.0	224732.0	91795.0	0.0	0.0	46141.0	9358.0	160928.0	5403.0	0.0	14884.0	1138649.0	7721.0	294448.0	4912.0	1187.0	365589.0	753.0	0.0	133.0	182423.0	29028.0	128474.0	187.0	52466.0	3953.0	80258.0	0.0	8746.0	15582.0	0.0	60924.0	540059.0	0.0	61390.0	364.0	1009.0	3481.0	85822.0	158.0	541.0	74.0	57749.0	576224.0	77166.0	510265.0	12424.0	1738.0	4889.0	5641.0	306192.0	113791.0	3717.0	60447.0	0.0	420186.0	1165.0	236243.0	145620.0	7015.0	1316.0	56466.0	13491.0	143169.0	394549.0	21529.0	8719.0	212591.0
"Streptococcus sobrinus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus suis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	999.0	0.0	0.0	0.0	0.0	547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus thermophilus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus vestibularis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. 1171_SSPC"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	0.0	0.0	0.0	0.0	0.0	624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	869.0	0.0	509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0
"Streptococcus sp. 263_SSPC"	0.0	0.0	258.0	0.0	1692.0	92.0	2810.0	835.0	946.0	0.0	1146.0	1058.0	0.0	0.0	0.0	3488.0	0.0	0.0	3088.0	0.0	0.0	0.0	807.0	0.0	0.0	530.0	726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2146.0	0.0	0.0	0.0	3757.0	0.0	1238.0	0.0	0.0	1690.0	0.0	0.0	0.0	3419.0	0.0	1071.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3962.0	0.0	0.0	0.0	0.0	0.0	565.0	0.0	0.0	0.0	0.0	9238.0	619.0	5040.0	0.0	0.0	0.0	0.0	713.0	0.0	0.0	0.0	0.0	589.0	0.0	2175.0	1267.0	0.0	0.0	0.0	0.0	1179.0	1864.0	0.0	0.0	3214.0
"Streptococcus sp. 2_1_36FAA"	755.0	0.0	206.0	0.0	2487.0	63.0	1292.0	0.0	747.0	0.0	3898.0	1035.0	0.0	0.0	0.0	3452.0	1042.0	556.0	1980.0	577.0	0.0	0.0	6762.0	0.0	0.0	0.0	3138.0	0.0	672.0	768.0	498.0	0.0	0.0	449.0	57.0	1413.0	0.0	0.0	452.0	1853.0	0.0	824.0	0.0	0.0	609.0	0.0	0.0	0.0	2092.0	485.0	2111.0	0.0	0.0	0.0	3786.0	0.0	0.0	0.0	0.0	772.0	1867.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3202.0	0.0	1531.0	0.0	0.0	0.0	0.0	952.0	576.0	0.0	1684.0	0.0	1128.0	0.0	2589.0	1513.0	0.0	0.0	0.0	0.0	11725.0	1253.0	0.0	0.0	0.0
"Streptococcus sp. 400_SSPC"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	952.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	395.0	0.0	0.0	0.0
"Streptococcus sp. A12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	759.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	918.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	408.0	0.0	0.0	0.0
"Streptococcus sp. C300"	459.0	0.0	0.0	0.0	1675.0	0.0	1453.0	789.0	0.0	506.0	1605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4225.0	0.0	0.0	0.0	678.0	0.0	0.0	676.0	564.0	0.0	0.0	0.0	641.0	0.0	0.0	622.0	0.0	642.0	0.0	0.0	0.0	735.0	0.0	1240.0	0.0	0.0	1028.0	0.0	0.0	0.0	594.0	431.0	1250.0	0.0	0.0	0.0	696.0	0.0	0.0	0.0	0.0	668.0	1937.0	0.0	0.0	0.0	0.0	0.0	941.0	0.0	0.0	0.0	0.0	2905.0	0.0	910.0	0.0	0.0	0.0	0.0	600.0	0.0	0.0	0.0	0.0	606.0	0.0	3660.0	941.0	0.0	0.0	0.0	0.0	3737.0	576.0	0.0	0.0	1348.0
"Streptococcus sp. CCUG 49591"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	836.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. DD04"	25344.0	11670.0	3892.0	20375.0	101205.0	2954.0	67898.0	5196.0	6330.0	38914.0	71595.0	8806.0	5880.0	17913.0	0.0	14897.0	33032.0	60211.0	24302.0	2907.0	20968.0	14486.0	65898.0	22940.0	17394.0	8903.0	17290.0	2031.0	12900.0	8961.0	40552.0	945.0	816.0	43250.0	673.0	4642.0	22762.0	0.0	42333.0	7538.0	4720.0	88842.0	13170.0	698.0	28883.0	3720.0	0.0	0.0	3602.0	79891.0	536308.0	351.0	2636.0	25763.0	65896.0	0.0	54614.0	9325.0	910.0	58487.0	25590.0	0.0	8135.0	710.0	0.0	1396.0	9329.0	298.0	1968.0	24.0	55952.0	129534.0	21197.0	12497.0	4473.0	877.0	464.0	20456.0	30043.0	24351.0	25001.0	36676.0	43.0	5702.0	5261.0	133857.0	13232.0	2708.0	0.0	62636.0	89274.0	37317.0	19770.0	23847.0	9435.0	19273.0
"Streptococcus sp. F0441"	849.0	0.0	136.0	0.0	2409.0	53.0	2145.0	3159.0	934.0	934.0	1752.0	0.0	0.0	0.0	0.0	1112.0	0.0	654.0	2932.0	0.0	0.0	0.0	862.0	0.0	704.0	947.0	519.0	0.0	719.0	0.0	974.0	0.0	0.0	1143.0	0.0	787.0	0.0	0.0	986.0	639.0	0.0	3245.0	0.0	0.0	1083.0	464.0	0.0	0.0	680.0	480.0	2695.0	0.0	0.0	0.0	2108.0	0.0	0.0	0.0	0.0	686.0	1330.0	0.0	0.0	0.0	0.0	0.0	727.0	0.0	0.0	0.0	0.0	6520.0	1325.0	1008.0	0.0	0.0	0.0	0.0	560.0	359.0	0.0	0.0	0.0	505.0	0.0	5688.0	3763.0	0.0	0.0	0.0	2494.0	4470.0	758.0	0.0	0.0	3234.0
"Streptococcus sp. F0442"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	338.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC034B05"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC034E03"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	739.0	0.0	520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC056C01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	425.0	0.0	0.0	0.0
"Streptococcus sp. HMSC057E02"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	563.0	0.0	0.0	491.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC061D01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	614.0	0.0	0.0	0.0	0.0	424.0	0.0	0.0	941.0	0.0	0.0	409.0	0.0	0.0	0.0	641.0	613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1079.0	3412.0	0.0	0.0	496.0	0.0	0.0	508.0	0.0	0.0	0.0	0.0	0.0	0.0	1061.0	0.0	0.0	0.0	0.0	931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1005.0	0.0	0.0	0.0	469.0	0.0	997.0	599.0	784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC061E03"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	725.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC062B01"	493.0	0.0	144.0	0.0	1774.0	0.0	0.0	0.0	555.0	0.0	2105.0	631.0	0.0	0.0	0.0	1886.0	0.0	0.0	1271.0	0.0	0.0	0.0	3571.0	0.0	0.0	0.0	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	811.0	0.0	0.0	0.0	1258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1280.0	0.0	1220.0	0.0	0.0	0.0	2553.0	0.0	0.0	0.0	0.0	479.0	991.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	939.0	0.0	911.0	0.0	0.0	0.0	0.0	625.0	370.0	0.0	1078.0	0.0	576.0	0.0	1559.0	906.0	0.0	0.0	0.0	0.0	7700.0	1024.0	0.0	0.0	0.0
"Streptococcus sp. HMSC062D07"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	930.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.0	0.0	338.0	0.0	0.0	0.0	750.0	0.0	0.0	0.0	0.0	0.0	588.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3606.0	0.0	2441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1115.0	614.0	0.0	0.0	0.0
"Streptococcus sp. HMSC062H02"	0.0	0.0	0.0	0.0	925.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1813.0	0.0	0.0	0.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	632.0	0.0	582.0	0.0	0.0	819.0	0.0	0.0	0.0	0.0	0.0	652.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0	1103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1168.0	0.0	633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.0	0.0	1854.0	498.0	0.0	0.0	0.0	0.0	1685.0	0.0	0.0	0.0	664.0
